1422.11,QQQ,TQQQ,SOXL,TECL,SGOV
2024-01-17,407.21,24.72,28.43,65.3,100.51
2024-01-18,412.99,25.78,31.19,69.23,100.55
2024-01-19,421.18,27.27,34.86,73.91,100.58
2024-01-22,421.73,27.38,35.26,74.81,100.59
2024-01-23,423.48,27.7,35.92,75.75,100.61
2024-01-24,425.83,28.16,37.42,77.29,100.62
2024-01-25,426.35,28.24,37.12,78.18,100.67
2024-01-26,423.81,27.72,34.01,75.38,100.67
2024-01-29,428.15,28.53,35.04,77.46,100.68
2024-01-30,425.3,27.97,33.53,75.6,100.71
2024-01-31,416.97,26.32,32.1,70.77,100.71
2024-02-01,421.88,27.25,32.45,73.49,100.31
2024-02-02,429.01,28.62,33.65,75.58,100.32
2024-02-05,428.45,28.48,35.1,76.13,100.34
2024-02-06,427.59,28.31,33.83,74.99,100.35
2024-02-07,431.99,29.16,35.36,78.01,100.37
2024-02-08,432.79,29.27,37.15,78.69,100.4
2024-02-09,437.05,30.14,39.32,81.85,100.43
2024-02-12,435.34,29.78,39.15,79.88,100.43
2024-02-13,428.55,28.37,36.84,75.83,100.45
2024-02-14,433.22,29.27,39.12,78.12,100.47
2024-02-15,434.51,29.51,39.11,77.51,100.52
2024-02-16,430.57,28.7,38.33,75.38,100.53
2024-02-20,427.32,28.04,36.42,73.06,100.55
2024-02-21,425.61,27.69,36.14,71.59,100.56
2024-02-22,438.07,30.08,41.42,78.56,100.6
2024-02-23,436.78,29.81,40.17,77.95,100.63
2024-02-26,436.55,29.77,41.21,78.24,100.64
2024-02-27,437.6,29.95,41.11,78.43,100.66
2024-02-28,435.27,29.47,39.8,77.28,100.67
2024-02-29,439.0,30.18,42.84,79.87,100.7
2024-03-01,445.61,31.57,48.33,84.1,100.32
2024-03-04,444.02,31.19,49.77,84.09,100.33
2024-03-05,436.05,29.52,46.84,77.86,100.34
2024-03-06,438.79,30.07,50.22,79.58,100.36
2024-03-07,445.45,31.41,55.32,83.29,100.41
2024-03-08,439.02,30.03,48.95,79.53,100.42
2024-03-11,437.39,29.68,46.77,78.92,100.44
2024-03-12,443.66,30.94,49.58,83.64,100.45
2024-03-13,440.25,30.22,46.08,80.88,100.46
2024-03-14,439.14,29.98,43.53,80.97,100.5
2024-03-15,433.92,28.88,42.74,77.23,100.52
2024-03-18,437.48,29.69,42.54,78.39,100.53
2024-03-19,438.57,29.9,41.42,79.33,100.55
2024-03-20,443.77,30.85,43.4,82.06,100.56
2024-03-21,445.87,31.25,46.31,82.18,100.6
2024-03-22,446.38,31.32,46.43,82.23,100.62
2024-03-25,444.76,31.0,45.89,80.51,100.64
2024-03-26,443.32,30.7,45.03,79.58,100.65
2024-03-27,444.83,30.98,46.5,80.64,100.7
2024-03-28,444.01,30.78,46.53,80.14,100.71
2024-04-01,444.95,30.97,47.99,80.74,100.29
2024-04-02,441.11,30.14,45.88,78.44,100.31
2024-04-03,442.1,30.34,46.19,78.96,100.32
2024-04-04,435.34,28.91,42.37,75.22,100.37
2024-04-05,440.47,29.93,43.62,77.69,100.38
2024-04-08,440.6,29.95,44.0,77.41,100.4
2024-04-09,442.23,30.26,45.39,78.47,100.41
2024-04-10,438.37,29.47,43.09,75.69,100.43
2024-04-11,445.37,30.85,45.8,79.98,100.47
2024-04-12,438.27,29.36,41.51,76.26,100.48
2024-04-15,431.06,27.89,39.78,71.86,100.5
2024-04-16,431.1,27.89,40.54,72.03,100.5
2024-04-17,425.84,26.85,37.06,69.0,100.53
2024-04-18,423.41,26.38,34.91,66.56,100.56
2024-04-19,414.65,24.74,30.79,62.35,100.59
2024-04-22,418.82,25.46,32.07,63.95,100.6
2024-04-23,425.07,26.59,34.11,66.69,100.61
2024-04-24,426.51,26.85,35.49,67.66,100.62
2024-04-25,424.45,26.42,37.41,67.19,100.67
2024-04-26,431.0,27.64,39.8,69.37,100.69
2024-04-29,432.75,27.97,40.61,70.2,100.69
2024-04-30,424.59,26.37,38.18,65.59,100.7
2024-05-01,421.52,25.8,34.37,63.64,100.31
2024-05-02,426.9,26.75,36.45,66.27,100.35
2024-05-03,435.48,28.35,38.97,71.72,100.37
2024-05-06,440.25,29.28,41.3,74.22,100.38
2024-05-07,440.32,29.28,40.36,73.48,100.38
2024-05-08,440.06,29.23,40.41,74.14,100.41
2024-05-09,441.02,29.39,39.96,73.97,100.44
2024-05-10,442.06,29.58,41.03,74.7,100.47
2024-05-13,443.08,29.78,41.27,75.78,100.48
2024-05-14,445.93,30.33,43.21,77.81,100.48
2024-05-15,452.9,31.74,47.0,82.99,100.5
2024-05-16,451.98,31.54,46.26,82.1,100.55
2024-05-17,451.76,31.47,45.4,81.44,100.56
2024-05-20,454.91,32.12,48.25,84.27,100.57
2024-05-21,455.8,32.28,47.98,84.7,100.59
2024-05-22,455.71,32.26,49.38,85.27,100.6
2024-05-23,453.66,31.78,48.81,83.2,100.67
2024-05-24,457.95,32.67,51.44,85.07,100.68
2024-05-28,459.68,33.03,54.04,86.14,100.69
2024-05-29,456.44,32.34,50.98,84.46,100.69
2024-05-30,451.55,31.3,50.0,78.67,100.71
2024-05-31,450.71,31.26,48.59,79.05,100.75
2024-06-03,453.13,31.57,48.59,79.64,100.33
2024-06-04,454.37,31.81,47.59,79.94,100.35
2024-06-05,463.53,33.72,53.52,85.29,100.37
2024-06-06,463.37,33.69,52.51,84.46,100.37
2024-06-07,462.96,33.56,51.87,84.96,100.41
2024-06-10,464.83,33.92,53.95,85.53,100.43
2024-06-11,468.02,34.62,54.17,90.27,100.45
2024-06-12,474.15,35.98,58.72,96.22,100.47
2024-06-13,476.72,36.56,60.86,98.58,100.48
2024-06-14,479.19,37.08,60.1,99.44,100.53
2024-06-17,485.06,38.43,62.67,103.96,100.54
2024-06-18,485.21,38.45,65.24,104.38,100.57
2024-06-20,481.47,37.54,60.02,100.71,100.58
2024-06-21,480.18,37.2,58.2,99.76,100.62
2024-06-24,473.96,35.94,53.22,92.9,100.63
2024-06-25,479.38,37.14,55.3,97.77,100.65
2024-06-26,480.37,37.23,54.78,97.53,100.66
2024-06-27,481.61,37.5,53.8,97.64,100.67
2024-06-28,479.11,36.91,55.36,97.38,100.71
2024-07-01,481.92,37.51,55.36,99.48,100.31
2024-07-02,486.98,38.67,57.6,100.88,100.32
2024-07-03,491.04,39.62,60.39,104.92,100.35
2024-07-05,496.16,40.81,60.81,105.85,100.39
2024-07-08,497.34,41.08,64.31,107.94,100.41
2024-07-09,497.77,41.17,64.25,107.54,100.41
2024-07-10,502.96,42.47,68.59,112.11,100.43
2024-07-11,491.93,39.67,61.99,103.84,100.45
2024-07-12,494.82,40.32,63.94,106.41,100.5
2024-07-15,496.15,40.62,64.14,106.94,100.5
2024-07-16,496.34,40.65,65.3,105.93,100.52
2024-07-17,481.77,37.08,51.55,93.61,100.53
2024-07-18,479.49,36.52,51.66,93.42,100.55
2024-07-19,475.24,35.53,47.0,89.06,100.59
2024-07-22,482.32,37.08,52.93,95.23,100.61
2024-07-23,480.62,36.68,50.53,94.12,100.62
2024-07-24,463.38,32.72,42.9,82.61,100.63
2024-07-25,458.27,31.64,39.78,79.6,100.65
2024-07-26,462.97,32.54,41.92,82.54,100.68
2024-07-29,463.9,32.73,41.81,81.53,100.71
2024-07-30,457.53,31.4,37.24,75.33,100.71
2024-07-31,471.07,34.14,44.39,84.87,100.72
2024-08-01,459.66,31.68,35.0,75.48,100.3
2024-08-02,448.75,29.37,29.34,68.75,100.35
2024-08-05,435.37,26.81,27.89,62.3,100.36
2024-08-06,439.53,27.48,28.58,64.63,100.38
2024-08-07,434.77,26.59,26.22,61.27,100.38
2024-08-08,448.07,29.03,31.46,68.04,100.41
2024-08-09,450.41,29.42,31.01,68.97,100.44
2024-08-12,451.38,29.62,31.41,70.67,100.46
2024-08-13,462.58,31.78,35.28,77.14,100.48
2024-08-14,462.73,31.83,35.05,78.41,100.5
2024-08-15,474.42,34.23,39.92,85.06,100.51
2024-08-16,475.03,34.32,39.73,85.4,100.55
2024-08-19,481.27,35.65,41.6,89.56,100.56
2024-08-20,480.26,35.43,40.09,88.59,100.57
2024-08-21,482.5,35.92,41.73,90.16,100.6
2024-08-22,474.85,34.19,37.51,84.07,100.6
2024-08-23,480.0,35.26,40.4,87.84,100.64
2024-08-26,475.34,34.23,37.37,84.58,100.66
2024-08-27,476.76,34.52,38.49,86.08,100.67
2024-08-28,471.35,33.35,36.6,82.64,100.68
2024-08-29,470.66,33.17,36.19,80.29,100.69
2024-08-30,476.27,34.31,38.79,83.27,100.74
2024-09-03,461.81,31.17,30.07,71.71,100.34
2024-09-04,460.61,30.91,30.3,71.18,100.35
2024-09-05,461.04,31.01,29.75,70.86,100.38
2024-09-06,448.69,28.5,25.96,65.55,100.42
2024-09-09,454.46,29.56,27.43,68.45,100.43
2024-09-10,458.66,30.35,28.35,71.45,100.45
2024-09-11,468.62,32.28,32.22,78.71,100.45
2024-09-12,473.22,33.24,31.81,80.69,100.46
2024-09-13,475.34,33.67,33.43,81.85,100.52
2024-09-16,473.24,33.22,32.16,80.78,100.54
2024-09-17,473.49,33.24,32.16,80.36,100.54
2024-09-18,471.44,32.81,31.14,78.01,100.57
2024-09-19,483.36,35.29,35.12,84.53,100.59
2024-09-20,482.44,35.06,33.55,83.66,100.63
2024-09-23,483.04,35.33,33.92,83.66,100.66
2024-09-24,485.37,35.83,35.07,85.28,100.67
2024-09-25,485.82,35.83,35.74,86.05,100.67
2024-09-26,489.47,36.6,39.65,89.28,100.68
2024-09-27,486.75,35.97,37.66,86.77,100.72
2024-09-30,488.07,36.24,36.68,87.53,100.72
2024-10-01,481.27,34.71,33.83,81.25,100.33
2024-10-02,481.95,34.84,34.96,82.86,100.33
2024-10-03,481.59,34.76,35.21,84.02,100.34
2024-10-04,487.32,35.99,36.68,86.73,100.38
2024-10-07,482.1,34.8,36.41,85.0,100.39
2024-10-08,489.3,36.31,37.46,89.6,100.4
2024-10-09,493.15,37.19,38.61,92.56,100.42
2024-10-10,492.59,37.06,37.83,92.37,100.44
2024-10-11,493.36,37.15,38.67,92.74,100.48
2024-10-14,497.5,38.1,40.82,96.22,100.48
2024-10-15,490.85,36.58,34.47,90.3,100.5
2024-10-16,490.91,36.56,34.46,90.83,100.52
2024-10-17,491.25,36.67,35.21,91.83,100.52
2024-10-18,494.47,37.32,35.27,92.46,100.56
2024-10-21,495.42,37.53,35.09,93.85,100.58
2024-10-22,495.96,37.63,34.69,93.59,100.59
2024-10-23,488.36,35.9,33.8,89.56,100.59
2024-10-24,492.32,36.75,34.29,90.28,100.62
2024-10-25,495.32,37.37,35.28,91.55,100.66
2024-10-28,495.4,37.4,35.35,91.51,100.66
2024-10-29,500.16,38.44,37.98,95.13,100.68
2024-10-30,496.38,37.58,34.01,90.66,100.68
2024-10-31,483.85,34.72,30.09,81.79,100.7
2024-11-01,487.43,35.47,30.83,83.59,100.34
2024-11-04,486.01,35.13,30.35,83.35,100.35
2024-11-05,492.21,36.47,31.38,86.84,100.37
2024-11-06,505.58,39.43,34.12,94.01,100.37
2024-11-07,513.54,41.28,36.21,99.12,100.39
2024-11-08,514.14,41.38,35.41,98.65,100.44
2024-11-11,513.84,41.3,32.77,97.1,100.43
2024-11-12,512.91,41.08,31.67,97.3,100.44
2024-11-13,512.25,40.9,29.69,96.73,100.47
2024-11-14,508.69,40.03,29.6,95.35,100.47
2024-11-15,496.57,37.13,26.66,88.46,100.52
2024-11-18,500.02,37.88,27.67,89.01,100.53
2024-11-19,503.46,38.65,27.85,91.22,100.54
2024-11-20,503.17,38.6,27.13,90.76,100.56
2024-11-21,504.98,38.98,28.49,93.61,100.56
2024-11-22,505.79,39.12,28.49,93.62,100.59
2024-11-25,506.59,39.31,29.33,93.53,100.6
2024-11-26,509.31,39.92,28.13,94.99,100.62
2024-11-27,505.3,38.95,26.98,91.08,100.64
2024-11-29,509.74,39.94,28.06,93.51,100.68
2024-12-02,515.29,41.24,30.2,96.14,100.32
2024-12-03,516.87,41.6,29.73,97.14,100.33
2024-12-04,523.26,43.12,30.88,102.52,100.35
2024-12-05,521.81,42.77,29.12,100.84,100.36
2024-12-06,526.48,43.87,29.61,101.85,100.41
2024-12-09,522.38,42.85,29.23,99.98,100.42
2024-12-10,520.6,42.38,27.06,95.72,100.44
2024-12-11,529.92,44.65,29.12,99.87,100.44
2024-12-12,526.5,43.76,28.46,98.16,100.45
2024-12-13,530.53,44.7,30.7,99.3,100.5
2024-12-16,538.17,46.65,32.51,102.21,100.51
2024-12-17,535.8,46.02,31.13,100.43,100.51
2024-12-18,516.47,41.04,27.83,90.84,100.16
2024-12-19,514.17,40.47,26.3,90.93,100.18
2024-12-20,518.66,41.51,27.3,95.02,100.2
2024-12-23,522.87,42.53,29.59,97.76,100.22
2024-12-24,529.96,44.22,30.48,100.66,100.25
2024-12-26,529.6,44.12,30.57,100.91,100.26
2024-12-27,522.56,42.33,29.69,96.74,100.29
2024-12-30,515.61,40.63,27.94,93.02,100.29
2024-12-31,511.23,39.56,27.31,90.55,100.32
2025-01-02,510.23,39.31,27.67,89.99,100.34
2025-01-03,518.58,41.2,29.82,94.17,100.37
2025-01-06,524.54,42.6,32.49,97.78,100.37
2025-01-07,515.18,40.31,31.15,91.94,100.39
2025-01-08,515.27,40.34,30.18,91.88,100.41
2025-01-10,507.19,38.42,28.06,85.75,100.45
2025-01-13,505.56,38.01,27.85,83.82,100.47
2025-01-14,505.08,37.88,28.12,84.5,100.48
2025-01-15,516.7,40.44,29.94,89.5,100.49
2025-01-16,513.08,39.62,29.99,87.33,100.49
2025-01-17,521.74,41.57,32.49,91.38,100.54
2025-01-21,524.8,42.26,33.69,93.57,100.55
2025-01-22,531.51,43.9,35.15,99.41,100.57
2025-01-23,532.64,44.17,34.92,100.39,100.58
2025-01-24,529.63,43.38,32.65,97.22,100.61
2025-01-27,514.21,39.57,25.06,82.98,100.61
2025-01-28,521.81,41.33,25.37,89.36,100.64
2025-01-29,520.83,41.07,25.68,87.19,100.64
2025-01-30,523.05,41.58,27.15,87.57,100.66
2025-01-31,522.29,41.36,27.02,86.01,100.68
2025-02-03,518.11,40.36,25.61,82.51,100.34
2025-02-04,524.47,41.83,26.25,86.01,100.36
2025-02-05,526.85,42.37,27.7,89.74,100.36
2025-02-06,529.6,43.01,27.69,90.31,100.38
2025-02-07,522.92,41.37,26.33,87.85,100.41
2025-02-10,529.25,42.82,27.35,91.72,100.43
2025-02-11,527.99,42.51,27.4,91.79,100.43
2025-02-12,528.3,42.6,27.54,91.24,100.44
2025-02-13,535.9,44.4,28.47,95.08,100.46
2025-02-14,538.15,44.92,28.55,95.84,100.5
2025-02-18,539.37,45.19,29.99,98.49,100.52
2025-02-19,539.52,45.2,31.47,98.48,100.52
2025-02-20,537.23,44.65,31.7,97.55,100.54
2025-02-21,526.08,41.85,28.81,89.5,100.58
2025-02-24,519.87,40.35,26.76,85.6,100.59
2025-02-25,513.32,38.81,25.07,82.28,100.6
2025-02-26,514.56,39.06,26.29,84.91,100.6
2025-02-27,500.27,35.82,21.75,75.8,100.63
2025-02-28,508.17,37.46,22.73,78.33,100.65
2025-03-03,497.05,35.04,20.51,71.56,100.36
2025-03-04,495.55,34.65,20.65,71.14,100.37
2025-03-05,502.01,36.01,21.95,74.11,100.37
2025-03-06,488.2,33.02,19.23,68.0,100.4
2025-03-07,491.79,33.71,20.88,70.76,100.43
2025-03-10,472.73,29.91,17.99,61.87,100.43
2025-03-11,471.6,29.56,17.41,61.01,100.45
2025-03-12,476.92,30.57,18.3,63.9,100.45
2025-03-13,468.34,28.9,18.09,60.32,100.48
2025-03-14,479.66,30.94,19.8,65.48,100.51
2025-03-17,482.77,31.55,20.79,66.91,100.52
2025-03-18,474.54,29.95,19.93,63.91,100.53
2025-03-19,480.89,31.12,20.38,66.5,100.55
2025-03-20,479.26,30.8,19.93,64.91,100.55
2025-03-21,480.84,31.09,19.28,65.4,100.58
2025-03-24,490.66,33.06,21.0,69.05,100.6
2025-03-25,493.46,33.65,20.55,69.52,100.61
2025-03-26,484.38,31.69,18.79,64.91,100.63
2025-03-27,481.62,31.15,17.76,63.13,100.64
2025-03-28,468.94,28.67,16.03,58.43,100.67
2025-03-31,468.92,28.65,15.95,58.56,100.67
2025-04-01,472.7,29.31,15.95,59.74,100.35
2025-04-02,476.15,29.97,16.26,60.99,100.36
2025-04-03,450.66,25.15,11.41,48.79,100.38
2025-04-04,422.67,20.55,8.73,39.05,100.41
2025-04-07,423.69,20.62,9.15,39.56,100.42
2025-04-08,416.06,19.45,8.25,37.33,100.42
2025-04-09,466.0,26.31,12.77,51.83,100.44
2025-04-10,446.18,23.07,9.63,44.85,100.44
2025-04-11,454.4,24.29,10.23,47.45,100.49
2025-04-14,457.48,24.8,10.47,48.67,100.5
2025-04-15,457.99,24.9,10.6,49.24,100.51
2025-04-16,444.18,22.65,9.34,44.16,100.53
2025-04-17,444.1,22.58,9.2,43.34,100.57
2025-04-21,433.11,20.93,8.71,39.94,100.57
2025-04-22,444.48,22.53,9.18,42.72,100.58
2025-04-23,454.56,24.02,10.29,46.5,100.61
2025-04-24,467.35,26.07,12.0,51.75,100.61
2025-04-25,472.56,26.93,12.34,53.94,100.65
2025-04-28,472.41,26.91,12.29,53.73,100.65
2025-04-29,475.53,27.43,11.86,54.46,100.66
2025-04-30,475.47,27.44,12.16,55.18,100.69
2025-05-01,481.68,28.39,12.1,57.53,100.37
2025-05-02,488.83,29.72,13.29,60.26,100.4
2025-05-05,485.93,29.2,13.05,59.3,100.41
2025-05-06,481.41,28.37,12.64,57.82,100.41
2025-05-07,483.3,28.7,13.28,59.61,100.42
2025-05-08,488.29,29.56,13.66,61.18,100.45
2025-05-09,487.97,29.49,14.11,61.14,100.48
2025-05-12,507.85,33.06,17.13,69.48,100.48
2025-05-13,515.59,34.57,18.6,73.89,100.5
2025-05-14,518.68,35.18,18.84,75.34,100.51
2025-05-15,519.25,35.29,18.47,75.62,100.51
2025-05-16,521.51,35.72,18.39,76.04,100.55
2025-05-19,522.01,35.82,18.06,75.65,100.56
2025-05-20,520.27,35.44,17.97,74.81,100.58
2025-05-21,513.04,33.97,17.0,70.61,100.59
2025-05-22,514.0,34.15,16.51,70.6,100.61
2025-05-23,509.24,33.16,15.73,68.35,100.64
2025-05-27,521.22,35.47,17.29,73.0,100.65
2025-05-28,518.91,35.01,17.04,72.11,100.68
2025-05-29,519.93,35.19,17.2,72.47,100.68
2025-05-30,519.11,35.0,16.17,71.7,100.71
2025-06-02,523.21,35.81,16.9,73.54,100.38
2025-06-03,527.3,36.64,18.3,76.83,100.39
2025-06-04,528.77,36.94,19.09,77.21,100.4
2025-06-05,524.79,36.08,18.81,76.42,100.41
2025-06-06,529.92,37.1,19.18,78.59,100.44
2025-06-09,530.7,37.27,20.58,79.74,100.45
2025-06-10,534.21,37.99,21.89,81.02,100.46
2025-06-11,532.41,37.6,21.64,80.5,100.48
2025-06-12,533.66,37.85,21.69,82.69,100.49
2025-06-13,526.96,36.42,20.04,79.09,100.53
2025-06-16,534.29,37.9,21.9,83.01,100.53
2025-06-17,529.08,36.78,21.42,81.06,100.54
2025-06-18,528.99,36.73,21.61,81.48,100.56
2025-06-20,526.83,36.22,21.21,80.24,100.6
2025-06-23,531.65,37.35,21.58,83.05,100.62
2025-06-24,539.78,39.05,23.95,87.29,100.63
2025-06-25,541.16,39.24,24.58,89.5,100.64
2025-06-26,546.22,40.31,25.2,91.41,100.65
2025-06-27,548.09,40.71,25.11,90.93,100.69
2025-06-30,551.64,41.5,25.11,93.58,100.69
2025-07-01,546.99,40.44,24.71,91.12,100.37
2025-07-02,550.8,41.25,26.05,93.99,100.37
2025-07-03,556.22,42.4,26.43,97.49,100.42
2025-07-07,552.03,41.46,24.97,95.11,100.44
2025-07-08,552.34,41.51,26.37,96.54,100.46
2025-07-09,556.25,42.38,26.65,98.26,100.45
2025-07-10,555.45,42.18,27.37,97.24,100.47
2025-07-11,554.2,41.86,27.29,95.92,100.51
2025-07-14,556.21,42.31,26.5,95.7,100.51
2025-07-15,556.72,42.42,27.29,98.05,100.52
2025-07-16,557.29,42.53,27.03,99.01,100.55
2025-07-17,561.8,43.53,27.32,101.73,100.56
2025-07-18,561.26,43.38,27.33,101.42,100.59
2025-07-21,564.17,44.03,27.5,101.99,100.6
2025-07-22,561.25,43.35,26.32,98.79,100.62
2025-07-23,563.81,43.92,25.78,100.67,100.63
2025-07-24,565.01,44.21,25.62,101.82,100.64
2025-07-25,566.37,44.46,25.6,102.6,100.66
2025-07-28,568.14,44.9,26.88,104.97,100.69
2025-07-29,567.26,44.69,27.03,104.88,100.69
2025-07-30,568.02,44.85,27.61,105.55,100.71
2025-07-31,565.01,44.1,24.98,103.07,100.72
2025-08-01,553.88,41.46,24.08,96.59,100.39
2025-08-04,564.1,43.73,25.0,102.2,100.41
2025-08-05,560.27,42.82,24.52,100.1,100.42
2025-08-06,567.32,44.42,23.99,103.25,100.43
2025-08-07,569.24,44.87,25.0,103.37,100.43
2025-08-08,574.55,46.08,25.71,106.27,100.48
2025-08-11,572.85,45.67,25.61,104.31,100.49
2025-08-12,580.05,47.36,28.0,108.89,100.49
2025-08-13,580.34,47.43,29.27,109.07,100.51
2025-08-14,579.89,47.3,29.42,108.4,100.52
2025-08-15,577.34,46.63,27.37,105.8,100.55
2025-08-18,577.11,46.57,27.53,106.34,100.58
2025-08-19,569.28,44.67,26.24,100.79,100.58
2025-08-20,565.9,43.85,25.8,98.72,100.6
2025-08-21,563.28,43.24,25.35,97.61,100.6
2025-08-22,571.97,45.19,27.45,101.54,100.64
2025-08-25,570.32,44.79,27.3,100.81,100.66
2025-08-26,572.61,45.31,27.94,102.18,100.66
2025-08-27,573.49,45.52,28.18,103.65,100.67
2025-08-28,577.08,46.35,28.53,106.11,100.68
2025-08-29,570.4,44.68,26.04,101.25,100.74
2025-09-02,565.62,43.54,25.25,98.17,100.39
2025-09-03,570.07,44.56,24.91,99.75,100.4
2025-09-04,575.23,45.76,25.65,101.19,100.42
2025-09-05,576.06,45.91,26.45,101.4,100.44
2025-09-08,578.87,46.56,27.08,103.64,100.47
2025-09-09,580.51,46.94,27.18,104.28,100.47
2025-09-10,580.7,46.99,28.6,109.83,100.48
2025-09-11,584.08,47.78,29.17,110.61,100.5
2025-09-12,586.66,48.38,29.3,110.64,100.53
2025-09-15,591.68,49.62,30.0,113.54,100.53
2025-09-16,591.18,49.48,30.48,112.35,100.55
2025-09-17,590.0,49.17,30.47,111.46,100.56
2025-09-18,595.32,50.49,33.64,116.78,100.58
2025-09-19,599.35,51.49,33.02,120.22,100.62
2025-09-22,602.2,52.36,34.43,125.66,100.62
2025-09-23,598.2,51.31,34.3,122.26,100.64
2025-09-24,596.1,50.71,34.2,120.27,100.65
2025-09-25,593.53,50.03,33.85,119.39,100.66
2025-09-26,595.97,50.62,34.02,120.35,100.69
2025-09-29,598.73,51.3,34.02,122.09,100.7
2025-09-30,600.37,51.7,34.84,124.37,100.7
2025-10-01,603.25,52.43,36.86,127.85,100.37
2025-10-02,605.73,53.07,39.08,130.0,100.38
2025-10-03,603.18,52.35,38.23,127.81,100.42
2025-10-06,607.71,53.52,41.71,131.65,100.42
2025-10-07,604.51,52.65,38.83,129.01,100.44
2025-10-08,611.44,54.44,42.78,135.52,100.45
2025-10-09,610.7,54.22,42.24,135.1,100.46
2025-10-10,589.5,48.53,34.21,118.89,100.51
2025-10-13,602.01,51.62,39.14,127.08,100.5
2025-10-14,598.0,50.56,36.63,122.26,100.51
2025-10-15,602.22,51.6,39.98,125.65,100.53
2025-10-16,599.99,51.03,40.57,126.05,100.54
2025-10-17,603.93,51.99,40.29,126.5,100.57
2025-10-20,611.54,53.94,42.24,130.69,100.58
2025-10-21,611.38,53.88,41.51,131.02,100.6
2025-10-22,605.49,52.3,38.39,127.0,100.61
2025-10-23,610.58,53.61,41.17,131.54,100.62
2025-10-24,617.1,55.28,43.14,137.73,100.65
2025-10-27,628.09,58.22,46.84,145.36,100.66
2025-10-28,632.92,59.54,46.96,149.61,100.67
2025-10-29,635.77,60.31,49.38,152.7,100.68
2025-10-30,626.05,57.54,47.39,147.35,100.69
2025-10-31,629.07,58.36,47.78,147.57,100.72
2025-11-03,632.08,59.16,48.58,149.24,100.4
2025-11-04,619.25,55.54,42.8,137.56,100.4
2025-11-05,623.28,56.62,46.83,139.01,100.42
2025-11-06,611.67,53.44,43.01,130.9,100.43
2025-11-07,609.74,52.89,41.74,129.12,100.46
2025-11-10,623.23,56.35,44.96,139.01,100.47
2025-11-11,621.57,55.89,41.81,135.45,100.48
2025-11-12,621.08,55.78,43.71,136.6,100.49
2025-11-13,608.4,52.33,39.22,126.08,100.5
2025-11-14,608.86,52.37,38.86,128.36,100.53
2025-11-17,603.66,51.03,36.84,122.08,100.54
2025-11-18,596.31,49.18,34.35,116.11,100.54
2025-11-19,599.87,50.03,35.96,118.51,100.56
2025-11-20,585.67,46.45,30.81,107.34,100.58
2025-11-21,590.07,47.48,31.73,108.44,100.6
2025-11-24,605.16,51.08,35.86,116.42,100.61
2025-11-25,608.89,52.01,36.17,117.09,100.63
2025-11-26,614.27,53.37,39.19,121.19,100.64
2025-11-28,619.25,54.54,41.26,124.1,100.67
2025-12-01,617.17,54.05,41.31,124.34,100.38
2025-12-02,622.0,55.3,43.8,128.09,100.4
2025-12-03,623.52,55.69,46.58,128.92,100.41
2025-12-04,622.94,55.51,45.16,130.21,100.43
2025-12-05,625.48,56.15,46.5,133.0,100.46
2025-12-08,624.28,55.8,47.99,135.81,100.46
2025-12-09,625.05,56.01,47.79,136.84,100.47
2025-12-10,627.61,56.65,49.65,130.84,100.47
2025-12-11,625.58,56.11,48.79,128.68,100.49
2025-12-12,613.62,52.82,41.71,117.28,100.53
2025-12-15,610.54,52.02,41.18,114.11,100.53
2025-12-16,611.75,52.33,40.49,114.58,100.54
2025-12-17,600.41,49.4,36.01,106.96,100.56
2025-12-18,609.11,51.51,38.58,111.82,100.56
2025-12-19,617.05,53.52,41.72,118.94,100.28
2025-12-22,619.21,54.25,43.26,120.93,100.28
2025-12-23,622.11,55.01,43.7,122.74,100.29
2025-12-24,623.93,55.36,44.21,123.71,100.31
2025-12-26,623.89,55.31,44.21,124.0,100.34
2025-12-29,620.87,54.49,43.82,122.38,100.36
2025-12-30,619.43,54.1,43.67,121.18,100.37
2025-12-31,614.31,52.72,42.03,117.49,100.38
2026-01-02,613.12,52.35,47.24,118.16,100.41
2026-01-05,617.99,53.6,49.22,119.0,100.42
2026-01-06,623.42,55.01,54.01,123.94,100.43
2026-01-07,624.02,55.17,52.29,123.54,100.44
2026-01-08,620.47,54.19,49.65,117.82,100.45
2026-01-09,626.65,55.76,53.95,122.41,100.47
2026-01-12,627.17,55.89,54.65,123.97,100.49
2026-01-13,626.24,55.6,56.07,123.2,100.5
2026-01-14,619.55,53.83,55.38,118.52,100.51
2026-01-15,621.78,54.38,58.08,120.36,100.52
2026-01-16,621.26,54.14,60.75,120.7,100.56
2026-01-20,608.06,50.73,57.94,111.21,100.56
2026-01-21,616.28,52.73,63.48,115.87,100.56
2026-01-22,620.76,53.9,63.72,118.41,100.58
2026-01-23,622.72,54.38,61.6,118.85,100.61
2026-01-26,625.46,55.08,60.7,121.23,100.62
2026-01-27,631.13,56.54,64.96,126.12,100.62
2026-01-28,633.22,57.06,70.09,129.0,100.64
2026-01-29,629.43,56.04,70.47,122.72,100.65
2026-01-30,621.87,54.0,61.79,115.43,100.67
2026-02-02,626.14,55.1,65.2,118.53,100.37
2026-02-03,616.52,52.52,61.2,110.9,100.39
2026-02-04,605.75,49.76,53.19,101.62,100.4
2026-02-05,597.03,47.64,53.25,96.11,100.4
2026-02-06,609.65,50.59,61.75,107.49,100.43
